IP,computer_name,Image
184.150.70.11,MW-BST-LT-AP,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE
184.150.70.11,MW-BST-LT-AP,System
104.88.158.66,MW-BST-LT-AP,C:\Windows\System32\svchost.exe
13.107.6.171,MW-BST-LT-AP,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
13.89.179.9,MW-BST-LT-AP,C:\Program Files\WindowsApps\MSTeams_24102.2223.2870.9480_x64__8wekyb3d8bbwe\ms-teamsupdate.exe
142.251.33.174,MW-BST-LT-AP,C:\Program Files\Google\Chrome\Application\chrome.exe
104.88.158.66,MW-BST-LT-AP,System
34.92.53.177,MW-KZH-RST-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.71.55.58,MW-BST-LT-AP,C:\Windows\System32\rundll32.exe
204.191.74.115,MW-FLR-LT-EC,System
23.105.168.248,MW-BST-LT-RN,C:\Program Files\Google\Chrome\Application\chrome.exe
23.45.91.243,MW-CLA-RV-01,C:\Windows\System32\svchost.exe
2.16.149.161,MW-CLA-RV-01,C:\Windows\System32\svchost.exe
151.139.43.22,MW-BST-LT-WS,C:\Windows\System32\svchost.exe
151.139.31.159,MW-MX-RR-01,C:\Windows\System32\svchost.exe
151.139.31.159,MW-MX-RR-01,System
162.159.138.65,MW-AUS-LT-TZ,System
13.89.179.9,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
10.0.0.115,MW-AUS-LT-TZ,System
52.66.184.191,MW-KZH-RST-01,C:\Users\MickThomas\AppData\Local\slack\app-4.38.121\slack.exe
103.43.89.4,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
13.107.6.163,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
35.208.249.213,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
35.164.220.41,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
52.223.22.214,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.241.51.69,MW-KZH-RST-01,System
103.43.90.114,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
35.213.89.133,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.241.51.69,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
38.133.127.63,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
38.133.127.63,MW-KZH-RST-01,System
13.89.179.9,MW-FLR-LT-EC,C:\Windows\System32\svchost.exe
208.111.182.1,MW-BST-LT-WS,C:\Windows\System32\svchost.exe
108.157.238.50,MW-KZH-LN-01,C:\Users\Peter\AppData\Local\slack\app-4.38.121\slack.exe
13.89.179.14,MW-PNQ-AP-01,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
44.205.171.153,MW-FLR-LT-ARK,C:\Users\YukiTsunoda\AppData\Local\slack\app-4.37.101\slack.exe
15.222.106.248,MW-FLR-LT-ARK,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
151.139.180.18,MW-FLR-LT-ARK,C:\Windows\System32\svchost.exe
52.60.39.17,MW-BST-LT-AP,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
13.89.179.10,MW-FLR-LT-ARK,C:\Windows\System32\svchost.exe
18.64.67.44,MW-FLR-LT-ARK,C:\Users\YukiTsunoda\AppData\Local\slack\app-4.37.101\slack.exe
13.71.55.58,MW-BST-LT-RN,C:\WINDOWS\system32\taskhostw.exe
3.22.139.176,MW-FLR-lt-ss,C:\Users\SebastianVettel\AppData\Local\slack\app-4.38.121\slack.exe
13.91.231.123,MW-FLR-lt-ss,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.80\msedgewebview2.exe
13.89.179.9,MW-FLR-lt-ss,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
192.168.1.12,MW-FLR-lt-ss,C:\Windows\System32\svchost.exe
13.89.179.11,MW-CLA-KA-01,C:\Windows\System32\svchost.exe
13.225.4.129,MW-CLA-KA-01,C:\Program Files\WindowsApps\91750D7E.Slack_4.37.101.0_x64__8she8kybcnzg4\app\Slack.exe
23.200.145.26,MW-CLA-KA-01,C:\Windows\explorer.exe
15.222.106.248,MW-BST-LT-AP,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
108.159.15.46,MW-KZH-LN-01,C:\Program Files\Google\Chrome\Application\chrome.exe
127.0.2.2,MW-BST-LT-RK,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.67\msedgewebview2.exe
192.168.2.255,MW-BST-LT-RK,System
20.190.161.152,MW-BST-LT-RK,C:\Program Files\Microsoft OneDrive\24.081.0421.0003\Microsoft.SharMWoint.exe
13.107.136.10,MW-BST-LT-RK,C:\Program Files\Microsoft OneDrive\24.081.0421.0003\Microsoft.SharMWoint.exe
20.190.161.152,MW-BST-LT-RK,System
13.91.231.123,MW-BST-LT-26,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.97\msedgewebview2.exe
82.177.190.75,MW-KZH-RST-01,C:\Program Files\Google\Chrome\Application\chrome.exe
82.177.190.75,MW-KZH-RST-01,System
74.125.24.113,MW-BLR-AF-01,C:\Program Files\Google\Chrome\Application\chrome.exe
64.233.170.94,MW-BLR-AF-01,C:\Program Files\Google\Chrome\Application\chrome.exe
151.139.31.41,MW-KZH-RST-01,C:\Windows\System32\svchost.exe
23.61.112.44,MW-KZH-RST-01,C:\Windows\System32\svchost.exe
23.61.113.175,MW-KZH-RST-01,C:\Windows\System32\svchost.exe
151.139.31.66,MW-KZH-RST-01,System
157.230.69.73,MW-PNQ-AP-01,C:\Program Files\Google\Chrome\Application\chrome.exe
142.251.41.38,MW-PNQ-AP-01,C:\Program Files\Google\Chrome\Application\chrome.exe
20.190.157.11,MW-FLR-LT-EC,C:\Windows\System32\svchost.exe
20.190.157.11,MW-FLR-LT-EC,System
54.192.51.65,MW-BST-LT-26,C:\Program Files\Google\Chrome\Application\chrome.exe
18.67.39.81,MW-BST-LT-26,C:\Program Files\Google\Chrome\Application\chrome.exe
142.251.41.35,MW-PNQ-AP-01,C:\Program Files\Google\Chrome\Application\chrome.exe
172.20.3.43,MW-BST-LT-AKG,System
172.20.6.21,MW-BST-LT-AKG,System
208.111.130.128,MW-BST-LT-AKG,C:\Windows\System32\svchost.exe
172.20.0.77,MW-BST-LT-AKG,System
172.20.3.23,MW-BST-LT-AKG,System
172.20.7.162,MW-BST-LT-AKG,System
172.20.7.151,MW-BST-LT-AKG,System
172.20.7.143,MW-BST-LT-AKG,System
172.20.3.234,MW-BST-LT-AKG,System
172.20.5.95,MW-BST-LT-AKG,System
172.20.1.236,MW-BST-LT-AKG,System
172.20.0.187,MW-BST-LT-AKG,System
172.20.0.177,MW-BST-LT-AKG,System
172.20.1.14,MW-BST-LT-AKG,System
172.20.1.253,MW-BST-LT-AKG,System
172.20.6.176,MW-BST-LT-AKG,System
172.20.5.184,MW-BST-LT-AKG,System
172.20.2.175,MW-BST-LT-AKG,System
172.20.4.112,MW-BST-LT-AKG,System
172.20.3.82,MW-BST-LT-AKG,System
172.20.6.185,MW-BST-LT-AKG,System
13.69.116.108,MW-BST-LT-RN,C:\Program Files\Microsoft OneDrive\OneDrive.exe
13.33.146.111,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
13.89.179.14,MW-FLR-LT-EC,System
172.20.1.80,MW-BST-LT-AKG,System
172.20.6.231,MW-BST-LT-AKG,System
172.16.25.1,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
142.251.35.163,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
142.250.80.74,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
216.117.61.78,MW-BST-LT-FD,C:\Program Files\Oracle\VirtualBox\VirtualBoxVM.exe
15.222.106.248,MW-BST-LT-FD,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
52.60.39.17,MW-BST-LT-AP,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
10.0.0.161,MW-BST-LT-FD,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
10.0.0.221,MW-BST-LT-FD,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
52.60.39.17,MW-BST-LT-FD,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
13.89.179.13,MW-BST-LT-FD,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
13.89.179.8,MW-BST-LT-FD,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
10.0.0.161,MW-BST-LT-FD,C:\Program Files\Google\Chrome\Application\chrome.exe
10.0.0.221,MW-BST-LT-FD,C:\Program Files\Google\Chrome\Application\chrome.exe
13.89.179.9,MW-CLA-KA-01,C:\Program Files\WindowsApps\MSTeams_24091.214.2846.1452_x64__8wekyb3d8bbwe\ms-teams.exe
151.139.186.63,MW-AUS-WL-06,C:\Windows\System32\svchost.exe
15.223.124.170,MW-BST-LT-AP,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
15.223.124.170,MW-BST-LT-FD,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
18.64.67.65,MW-FLR-LT-ARK,C:\Users\YukiTsunoda\AppData\Local\slack\app-4.37.101\slack.exe
104.19.195.29,MW-BST-LT-26,C:\Program Files\Google\Chrome\Application\chrome.exe
104.19.195.29,MW-BST-LT-26,System
54.236.104.103,MW-BST-LT-26,C:\Users\Zhou\AppData\Local\slack\app-4.38.121\slack.exe
13.89.179.13,MW-FLR-lt-ss,C:\Program Files\WindowsApps\MicrosoftTeams_24102.2309.2851.4917_x64__8wekyb3d8bbwe\msteams.exe
192.168.150.254,MW-BST-LT-26,C:\Windows\System32\svchost.exe
192.168.125.254,MW-BST-LT-26,C:\Windows\System32\svchost.exe
13.89.179.11,MW-FLR-LT-MN,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
10.0.0.115,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
76.223.34.198,MW-AUS-LT-TZ,C:\Program Files\runZero\runzero-agent-e4cab2ee-c224-43f4-9990-b032c11be73c-eb562f0df51051d7-4.0.240508.0.exe
10.0.0.113,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
23.200.79.176,MW-CLA-RV-01,C:\Windows\System32\svchost.exe
142.250.72.99,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
104.21.72.60,MW-BST-LT-RK,System
104.21.72.60,MW-BST-LT-RK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
35.190.80.1,MW-BST-LT-RK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
13.107.21.239,MW-BST-LT-RK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
10.0.10.254,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
142.250.65.238,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
172.253.122.188,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
13.107.136.10,MW-BST-LT-RK,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE
142.250.80.78,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
13.89.179.14,MW-BST-LT-RK,C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe
142.251.32.74,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
3.131.122.151,MW-BST-LT-RK,C:\Users\Lenna\AppData\Local\slack\app-4.37.101\slack.exe
52.14.14.157,MW-BST-LT-RK,C:\Users\Lenna\AppData\Local\slack\app-4.37.101\slack.exe
99.79.153.191,MW-BST-LT-RK,C:\Program Files (x86)\mRemoteNG\PuTTYNG.exe
157.240.241.35,MW-BST-LT-RK,C:\Program Files\Mozilla Firefox\firefox.exe
51.79.154.9,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
23.83.76.74,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
104.36.113.111,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
35.186.253.211,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
142.251.33.98,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
74.119.118.149,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
3.224.208.148,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
34.36.216.150,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
212.36.83.245,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
34.117.239.71,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
198.8.71.130,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
199.204.170.216,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
199.204.170.236,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
15.204.162.93,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.64.151.101,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.229.211.108,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
23.83.76.74,MW-FLR-LT-ARK,System
80.77.85.115,MW-FLR-LT-ARK,System
104.36.113.111,MW-FLR-LT-ARK,System
80.77.87.162,MW-FLR-LT-ARK,System
185.167.164.52,MW-FLR-LT-ARK,System
192.82.242.208,MW-FLR-LT-ARK,System
173.239.59.72,MW-FLR-LT-ARK,System
147.28.129.140,MW-FLR-LT-ARK,System
8.39.36.141,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
199.204.170.236,MW-FLR-LT-ARK,System
172.240.127.130,MW-FLR-LT-ARK,System
199.204.170.216,MW-FLR-LT-ARK,System
80.77.87.162,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.82.242.209,MW-FLR-LT-ARK,System
138.199.41.120,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
104.36.113.67,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
35.84.163.233,MW-FLR-LT-ARK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.32.128,MW-BST-LT-CH,C:\Windows\System32\dasHost.exe
192.168.32.1,MW-BST-LT-CH,System
162.159.36.1,MW-BST-LT-CH,System
162.159.137.105,MW-BST-LT-CH,System
162.159.193.10,MW-BST-LT-CH,System
192.168.32.192,MW-BST-LT-CH,C:\Windows\System32\dasHost.exe
192.168.32.219,MW-BST-LT-CH,C:\Windows\System32\svchost.exe
192.168.32.128,MW-BST-LT-CH,C:\Windows\System32\svchost.exe
127.0.2.2,MW-BST-LT-CH,C:\Windows\System32\svchost.exe
127.0.2.3,MW-BST-LT-CH,C:\Windows\System32\svchost.exe
192.168.32.219,MW-BST-LT-CH,C:\Windows\System32\dasHost.exe
192.168.32.61,MW-BST-LT-CH,C:\Windows\System32\dasHost.exe
192.168.32.89,MW-BST-LT-CH,C:\Windows\System32\svchost.exe
192.168.32.192,MW-BST-LT-CH,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.32.219,MW-BST-LT-CH,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
192.168.32.128,MW-BST-LT-CH,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
66.81.247.7,MW-BST-LT-CH,System
151.101.193.91,MW-BST-LT-CH,System
151.101.129.91,MW-BST-LT-CH,System
66.81.247.9,MW-BST-LT-CH,C:\Users\Ursula\AppData\Local\Programs\RingCentral\RingCentral.exe
192.168.32.89,MW-BST-LT-CH,System
52.22.87.12,MW-BST-LT-CH,C:\Users\Ursula\AppData\Local\Programs\RingCentral\RingCentral.exe
107.178.240.159,MW-BST-LT-CH,C:\Users\Ursula\AppData\Local\Programs\RingCentral\RingCentral.exe
66.81.247.9,MW-BST-LT-CH,System
34.236.40.196,MW-BST-LT-CH,C:\Users\Ursula\AppData\Local\Programs\RingCentral\RingCentral.exe
66.81.242.99,MW-BST-LT-CH,System
34.107.204.85,MW-BST-LT-CH,C:\Users\Ursula\AppData\Local\Programs\RingCentral\RingCentral.exe
172.214.25.59,MW-BST-LT-CH,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
74.125.34.46,MW-BST-LT-CH,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
18.172.122.66,MW-BST-LT-CH,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.214.25.59,MW-BST-LT-CH,System
13.107.6.158,MW-BST-LT-CH,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
15.223.124.170,MW-KZH-RST-01,C:\Program Files\Google\Chrome\Application\chrome.exe
18.67.161.58,MW-KZH-RST-01,C:\Program Files\Google\Chrome\Application\chrome.exe
108.159.15.35,MW-KZH-RST-01,C:\Program Files\Google\Chrome\Application\chrome.exe
18.161.180.19,MW-BLR-AF-01,C:\Users\SergioPerez\AppData\Local\slack\app-4.37.101\slack.exe
18.161.180.118,MW-BLR-AF-01,C:\Users\SergioPerez\AppData\Local\slack\app-4.37.101\slack.exe
199.49.20.46,MW-BST-LT-FD,C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Microsoft.AAD.BrokerPlugin.exe
10.227.60.22,MW-BST-LT-FD,C:\Users\Philips\AppData\Local\Apps\Remote Desktop\msrdc.exe
10.0.0.1,MW-BST-LT-FD,C:\Windows\System32\svchost.exe
3.129.123.235,MW-BST-LT-FD,C:\Users\Philips\AppData\Local\slack\app-4.38.121\slack.exe
151.139.31.137,MW-BST-LT-FD,C:\Windows\System32\svchost.exe
15.222.106.248,MW-BST-LT-FD,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
3.161.213.76,MW-BST-LT-26,C:\Users\Zhou\AppData\Local\slack\app-4.38.121\slack.exe
199.232.214.172,MW-AUS-LT-TZ,System
199.232.214.172,MW-AUS-LT-TZ,C:\Windows\System32\svchost.exe
13.89.179.10,MW-KZH-RST-01,C:\Program Files\Microsoft OneDrive\24.086.0428.0003\Microsoft.SharMWoint.exe
18.238.55.95,MW-BST-LT-RK,<unknown process>
142.250.81.238,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
142.250.64.65,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
142.251.40.131,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
72.137.149.98,MW-BST-LT-RK,C:\Program Files\OpenVPN\bin\openvpn.exe
142.251.40.202,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
142.250.176.196,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
15.222.106.248,MW-BST-LT-RK,C:\Program Files\Galaxy\bin\osqueryd\windows\stable\osqueryd.exe
142.251.35.170,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
15.223.109.237,MW-FLR-LT-MN,C:\Program Files\limacharlie\bluepill.exe
192.168.2.1,MW-BST-LT-AP,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
20.22.113.133,MW-BST-LT-AP,C:\Windows\System32\svchost.exe
151.139.51.195,MW-BST-LT-AP,System
35.207.191.46,MW-BST-LT-AP,C:\Program Files\Google\Chrome\Application\chrome.exe
192.229.211.108,MW-BST-LT-AP,C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Microsoft.AAD.BrokerPlugin.exe
3.20.1.85,MW-BST-LT-AP,C:\Users\DJ Snake\AppData\Local\slack\app-4.38.115\slack.exe
15.223.109.237,MW-BST-LT-AP,C:\Program Files\limacharlie\bluepill.exe
13.89.179.10,MW-BST-LT-26,C:\Program Files\Google\Chrome\Application\chrome.exe
13.89.179.14,MW-BST-LT-RK,C:\Program Files\WindowsApps\MSTeams_24091.214.2846.1452_x64__8wekyb3d8bbwe\ms-teams.exe
13.107.6.163,MW-BST-LT-RK,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE
20.84.22.197,MW-BST-LT-AP,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
64.71.255.198,MW-BST-LT-FD,C:\Program Files\Oracle\VirtualBox\VirtualBoxVM.exe
64.71.255.204,MW-BST-LT-FD,C:\Program Files\Oracle\VirtualBox\VirtualBoxVM.exe
52.60.39.17,MW-BST-LT-FD,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
54.192.51.39,MW-BST-LT-AP,C:\Users\DJ Snake\AppData\Local\slack\app-4.38.115\slack.exe
10.0.0.113,MW-AUS-LT-TZ,System
13.69.116.108,MW-KOL-VV-01,C:\Program Files\Google\Chrome\Application\chrome.exe
20.190.145.171,MW-KOL-VV-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.69.116.108,MW-KOL-VV-01,System
13.69.239.74,MW-CLA-RV-01,C:\Program Files\Microsoft OneDrive\OneDrive.exe
18.245.96.34,MW-PNQ-AP-01,C:\Users\Prince.Vegeta\AppData\Local\slack\app-4.38.115\slack.exe
204.191.74.98,MW-FLR-LT-EC,C:\Windows\System32\svchost.exe
204.191.74.98,MW-FLR-LT-EC,System
142.251.40.99,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
15.222.106.248,MW-BST-LT-AP,C:\Program Files\Galaxy\bin\Galaxy\Galaxy.exe
104.17.70.206,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
52.92.208.64,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
104.17.70.206,MW-KZH-RST-01,System
104.198.136.223,MW-KZH-RST-01,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
151.139.31.41,MW-KZH-RST-01,System
192.168.1.73,MW-FLR-LT-EC,System
13.89.179.11,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
13.89.179.9,MW-BST-LT-RN,C:\Windows\System32\svchost.exe
52.89.90.67,MW-FLR-LT-EC,C:\Users\Fernando\AppData\Local\slack\app-4.38.121\slack.exe
18.64.67.110,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
146.75.108.157,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
162.159.152.17,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
146.75.108.176,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
13.107.42.14,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
146.75.108.157,MW-FLR-LT-EC,System
146.75.108.176,MW-FLR-LT-EC,System
162.159.152.17,MW-FLR-LT-EC,System
52.44.129.169,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
104.244.42.67,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
104.244.42.5,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
104.244.42.67,MW-FLR-LT-EC,System
18.172.185.74,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
104.244.42.5,MW-FLR-LT-EC,System
52.88.5.192,MW-FLR-LT-EC,C:\Program Files\Google\Chrome\Application\chrome.exe
13.107.42.14,MW-FLR-LT-EC,System
18.172.78.52,MW-KZH-LN-01,C:\Program Files\Google\Chrome\Application\chrome.exe
13.89.179.10,MW-BLR-AF-01,C:\Windows\System32\svchost.exe
142.251.175.155,MW-BLR-AF-01,C:\Program Files\Google\Chrome\Application\chrome.exe
108.159.227.71,MW-BST-LT-AP,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\123.0.2420.97\msedgewebview2.exe
18.172.64.98,MW-CLA-RV-01,C:\Users\Lewis Hamilton\AppData\Local\slack\app-4.37.101\slack.exe
44.205.171.153,MW-CLA-RV-01,C:\Users\Lewis Hamilton\AppData\Local\slack\app-4.37.101\slack.exe
199.232.214.172,MW-BST-LT-WS,C:\Windows\System32\svchost.exe
137.74.3.18,MW-KZH-RST-01,C:\Program Files\Google\Chrome\Application\chrome.exe
18.239.142.128,MW-CLA-RV-01,C:\Users\Lewis Hamilton\AppData\Local\slack\app-4.37.101\slack.exe
13.33.88.55,MW-BLR-AF-01,C:\Users\SergioPerez\AppData\Local\slack\app-4.37.101\slack.exe
104.17.231.184,MW-AUS-LT-TZ,System
20.22.207.36,MW-BST-LT-FD,C:\Windows\System32\svchost.exe
18.245.96.30,MW-BST-LT-FD,C:\Users\Philips\AppData\Local\slack\app-4.38.121\slack.exe
172.17.1.1,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
192.229.211.108,MW-BST-LT-RK,C:\Windows\Sysmon64.exe
172.31.1.255,MW-BST-LT-RK,System
172.31.1.5,MW-BST-LT-RK,System
13.89.179.10,MW-BST-LT-RK,C:\Windows\System32\svchost.exe
172.217.1.4,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
142.251.32.78,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
142.251.41.67,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
142.251.41.42,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
31.13.80.53,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
172.217.165.1,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
157.240.249.60,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
157.240.254.60,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
13.107.6.163,MW-BST-LT-RK,C:\Program Files\Microsoft OneDrive\OneDrive.exe
142.251.32.67,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
142.251.41.46,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
142.251.163.188,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
31.13.80.36,MW-BST-LT-RK,C:\Program Files\Mozilla Firefox\firefox.exe
13.107.43.16,MW-BST-LT-RK,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
172.17.1.122,MW-BST-LT-RK,C:\Program Files\Mozilla Firefox\firefox.exe
13.107.136.10,MW-BST-LT-RK,C:\Program Files\Microsoft OneDrive\OneDrive.exe
13.107.43.16,MW-BST-LT-RK,System
172.17.1.1,MW-BST-LT-RK,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\124.0.2478.67\msedgewebview2.exe
127.0.2.2,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
172.17.1.1,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
172.17.1.1,MW-BST-LT-RK,C:\Users\Lenna\AppData\Local\slack\app-4.37.101\slack.exe
127.0.2.2,MW-BST-LT-RK,C:\Users\Lenna\AppData\Local\slack\app-4.37.101\slack.exe
142.251.41.78,MW-BST-LT-RK,C:\Program Files\Google\Chrome\Application\chrome.exe
